Sentence	Slot
Zur Verstärkung der Kammern verwenden Maulwurfsgrillen Teile von toten Pflanzen , die sie mit ihrem Panzer an die feuchten Erdwände drücken .	O O O O O O O O O O O O O O O O O O O O O O
Im Halbfinale der Abstiegsrunde treten die Verlierer aus den Viertelfinals gegeneinander an .	O O O O O O O O O O O O O
Ihre Geschichte setzt einen präzisen Zeitrahmen : 4. November 2019 bis 5. November 2020.	O O O O O O O O O O O O O O
Zu einer Gebietsveränderung kam es 1822 , als das vorher selbständige Champsigna nach Soucia eingemeindet wurde .	O O O O O O O O O O O B-LOC O B-LOC O O O
An der Endphase sind die Einsatzkräfte des Betreuungsdienstes nicht mehr beteiligt , da die Betreuung der Betroffenen in dieser Phase durch staatliche Behörden erfolgt .	O O O O O O O O O O O O O O O O O O O O O O O O O
Nur in drei US-Bundesstaaten ist der Anteil noch höher .	O O O B-LOCpart O O O O O O
"Co-Trainer Heiko Scholz übernimmt ab sofort das Training "" , sagte der MSV-Vorstandsvorsitzende Walter Hellmich ."	O B-PER I-PER O O O O O O O O O B-ORGpart B-PER I-PER O
Nördlich der Kanaren liegen nach Plinius Major die Inseln Atlantis ( Madeira ) und die Purpur-Inseln - wahrscheinlich die ganze Madeira-Gruppe .	O O B-LOC O O B-PER I-PER O O B-LOC O B-LOC O O O B-LOC O O O O B-LOCpart O
Die Autobahnen A 23 und A 7 sind in geringer Entfernung .	O O B-LOC I-LOC O B-LOC I-LOC O O O O O
Diese Technik wurde zuerst beim Morane-Saulnier L eingesetzt .	O O O O O B-OTH I-OTH O O
"Der niedersächsische Ministerpräsident und VW-Aufsichtsrat Christian Wulff sagte , "" ich bin für die Annahme des Rücktrittsgesuches mit sofortiger Wirkung "" ."	O B-LOCderiv O O B-ORGpart B-PER I-PER O O O O O O O O O O O O O O O
Der Verein wurde 1964 mit dem Namen „ Abaluhya Football Club “ gegründet um die große kenianische Luhya-Gemeinde im Fußball zu repräsentieren .	O O O O O O O O B-ORG I-ORG I-ORG O O O O O B-LOCderiv B-LOCpart O O O O O
Ich bin erst mit 15 , 16 Jahren hierher gekommen .	O O O O O O O O O O O
Diese Lokomotiven sind unter den Länderbahnlokomotiven insofern bemerkenswert , als sie über einen Zeitraum von fast 25 Jahren beschafft worden sind , auch noch zu Zeiten der Deutschen Reichsbahn .	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O
Es erreichte in den USA und in Großbritannien jeweils Platz 4 der Charts und blieb 15 respektive zehn Wochen dort .	O O O O B-LOC O O B-LOC O O O O O O O O O O O O O
"Und so berichtete Deans Website fast tägliche neue "" Endorsements "" für seinen Parteivorsitz ."	O O O B-PER O O O O O O O O O O O
Gloin Gloin , ein Zwerg aus Durins Sippe , wird im Jahr 2783 des Dritten Zeitalters geboren .	B-PER I-PER O O O O B-PER O O O O O O O O O O O
"Mitglieder der "" 9/11-Kommission "" : Gegen die Krieger des Dschihad , Der Aktionsplan ."	O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O
Der zentrale Teil des Gebietes wird von einer bis zu 800 m breiten Talweitung eingenommen , die von der Ärgera von Osten nach Westen durchflossen wird .	O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O
Derlei Manipulationen habe es schon zuvor bei anderen Olympischen Spielen und Weltmeisterschaften gegeben , wobei diese Praktiken auch im Tischtennis üblich seien .	O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O
Seine kurzen Beine haben Fesselbehang und die Hufe sind groß und hart .	O O O O O O O O O O O O O
Einwohnerentwicklung Langebrücker Kirche Heidehof Postkarte aus dem Jahre 1901 Landgasthof Hofewiese Der Ortsteil Heidehof entstand Anfang der Dreißiger Jahre westlich des alten Dorfkerns auf einem Gelände zwischen Bahndamm und Dresdner Straße .	O B-LOCderiv O B-LOC O O O O O O B-LOC O O B-LOC O O O O O O O O O O O O O O O B-LOC I-LOC O
August ) am heutigen Altmarkt , 1632 für einen zweiten , den Katharinenmarkt ( 25.	O O O O B-LOC O O O O O O O B-LOC O O
Das Damespiel Mr. Wormolds Hobby ist das Sammeln von Whiskey -Probefläschchen .	O O O B-PER O O O O O O O O
Das VW-Werk ist der größte Arbeitgeber der Stadt Puebla .	O B-ORGpart O O O O O O B-LOC O
Zugleich ist es ein wichtiger Teil der Berufstätigkeit von Psychologen , nach Angaben der WHO auch der gemeinsame Nenner der meisten beruflichen psychologischen Tätigkeiten .	O O O O O O O O O O O O O O B-ORG O O O O O O O O O O
"Der 28-Jährige und sein Team , zu dem auch Karla Barquero gehört , demonstrieren im gemeinnützigen "" La Tirimbina Regenwald Zentrum "" westlich von Puerto Viejo de Sarapiquí , wie die Ureinwohner vor 500 Jahren das Getränk und Rohschokolade produzierten ."	O O O O O O O O O B-PER I-PER O O O O O O B-ORG I-ORG I-ORG I-ORG O O O B-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O O O
Dem Pferd Fallada lässt die falsche Braut den Kopf abhacken , aber auf Bitten der Königstochter hängt der Schlachter den Kopf unter das Tor , durch das sie und Kürdchen täglich mit den Gänsen gehen .	O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O
1964 wurde in Zell das erste Dorfgemeinschaftshaus in Bensheims gebaut .	O O O B-LOC O O O O B-LOC O O
Vor drei Jahren beeinflusste die Elbeflut den Wahlkampf - jetzt muss sich die Stadt auf eine politische Überschwemmung gefasst machen .	O O O O O B-LOCpart O O O O O O O O O O O O O O O
Die Rückwirkung ist für die Berufskrankheiten Nr. 2112 , 4114 und 4115 jedoch auf Versicherungsfälle beschränkt , die nach dem 30. September 2002 ( In-Kraft-Treten der ersten Änderungsverordnung ) eingetreten sind .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Das Ebitda legte um 28 Prozent auf 9,5 Mio . Euro zu .	O O O O O O O O O O B-OTH O O
Wenn er aufhört , sich zu präsentieren , verschwindet er ( und zwar : „ von der Bildfläche “ , wie es in einer ebenfalls jüngeren deutschen Redewendung anschaulich heißt ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOCderiv O O O O O
Der Dow Jones verlor deshalb bereits in den ersten Handelsminuten zwei Prozent , der breiter gefasste S & P-500 verlor sogar etwas mehr .	O B-OTH I-OTH O O O O O O O O O O O O O B-OTH I-OTH I-OTH O O O O O
B. die Liste aller natürlicher Zahlen , die Liste aller Primzahlen , usw. ) definieren und bestimmte Algorithmen vereinfachen sich .	O O O O O O O O O O O O O O O O O O O O O
"Den von Stöger geforderten Ersatz für versicherungsfremde Leistungen würden sie mit der Halbierung der Mehrwertsteuer auf Medikamente im Wert von 250 Mio . Euro "" mehr als reichlich erhalten "" ."	O O B-PER O O O O O O O O O O O O O O O O O O O O B-OTH O O O O O O O
Da ziehen doch immer die Preise an .	O O O O O O O O
Selbst wenn man Hr . Aribert Heim fassen würde , der heute 92 Jahre ist oder wäre ( wenn er noch lebt ) , wie will man einen solchen Mann den noch bestrafen ?	O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O
Beschreibung Die Flügelspannweite beträgt zwischen 65 und 75 Millimeter .	O O O O O O O O O O
Eine Woche vor der Veröffentlichung der Zahlen für die ersten sechs Monate kratze die Aktie der MTU Aero Engines an ihrem Allzeithoch .	O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O O O O
Dies war ein Zeichen des sich verstärkenden Interesses an Literatur .	O O O O O O O O O O O
Seinen Grafentitel hat er zwar verloren und seine Frau ist tot , doch Agnes’ Heirat mit Bartholomew ist bereits für den übernächsten Tag angesetzt .	O O O O O O O O O O O O O B-PER O O B-PER O O O O O O O O
Das ist die niedrigste Zahl der letzten sieben Jahre . 69 ( 51 Prozent ) der Unfälle mit Radfahrern wurden durch die Radfahrer selbst verursacht .	O O O O O O O O O O O O O O O O O O O O O O O O O O
Als günstig für den späteren Bau des Shinkansens erwies sich , dass der Grunderwerb für die Strecke bereits vor Kriegsende weitgehend abgeschlossen war .	O O O O O O O B-OTH O O O O O O O O O O O O O O O O
1954 wurde ein Opel Blitz als zweites Feuerwehrfahrzeug angeschafft .	O O O B-OTH I-OTH O O O O O
In den USA sind vielerorts henkellose Papiertüten im Gebrauch .	O O B-LOC O O O O O O O
Die Polizei nahm zwei der Jugendlichen in einem Baumarkt fest , als sie Ammonium-Nitrat kaufen wollten , berichtete der kanadische Rundfunk .	O O O O O O O O O O O O O O O O O O O B-LOCderiv O O
In den Jahren 1991 bis 1996 bekleidete er die Funktion des Direktors des International Film Festival Rotterdam und des Hubert Bals Fonds , mit dem Filmproduktionen in Entwicklungsländern gefördert werden .	O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O B-ORG I-ORG I-ORG O O O O O O O O O
Wohlwollend betrachtet , strahlen sie dafür auf ihre unschuldige Weise eine Art Lebensfreude aus , die sie mir gleichwohl sympathisch macht .	O O O O O O O O O O O O O O O O O O O O O O
Somit sei die Feuerwehr länger damit beschäftigt gewesen , die Straße mit Bindemitteln abzustreuen und dann mit Wasser zu reinigen .	O O O O O O O O O O O O O O O O O O O O O
Das Cabriolet wurde 2007 vorgestellt .	O O O O O O
Dieses kann zum Beispiel markierter Text oder das Symbol einer Datei sein .	O O O O O O O O O O O O O
« Ich mag es , wenn mir Männer in den Ausschnitt schauen » , sagen 20 Prozent der Frauen , die sich selbst attraktiv finden .	O O O O O O O O O O O O O O O O O O O O O O O O O O
Das gaben die drei Tarifparteien gestern bekannt .	O O O O O O O O
Auch die meisten Wankelmotoren verwenden Ottokraftstoffe , nur wenige brauchen Dieselkraftstoffe .	O O O O O B-PERpart O O O O O O
Seine Malerei war damals neoexpressionistisch bis neodadaistisch , mit teils humorvollen und sarkastischen Anspielungen auf den Alltag in Titeln und Sujets .	O O O O O O O O O O O O O O O O O O O O O O
Gemeinden in Zakynthos Die Inselgruppe der Strofades gehört verwaltungstechnisch zur Stadtgemeinde ( Dimos ) Zakynthos-Stadt .	O O B-LOC O O O B-LOC O O O O O B-LOC O B-LOCpart O
Diese durchdringen das Fell des Tieres und stellen einen Kontakt zu seiner Haut her .	O O O O O O O O O O O O O O O
Wiederholt gegen das eigene Land agitiert , die OEDC sogar brieflich !aufgefordert , die Schweiz nur in die Mangel zu nehmen etc.- Was machen die SP-Exponenten ?	O O O O O O O O B-ORG O O O O O B-LOC O O O O O O O O O O O O
Seinen Sohn Arnold will der Alte noch einmal sehen .	O O B-PER O O O O O O O
Mein Vater war früher als rücksichtsloser Frühaufsteher in der gesamten Nachbarschaft bekannt .	O O O O O O O O O O O O O
Im Laufe der europäischen Musikgeschichte wurden bestimmte Intervalle in polyphoner Musik also offenbar zunächst gerade wegen ihrer einfachen akustischen Beziehung bevorzugt .	O O O B-LOCderiv O O O O O O O O O O O O O O O O O O
Radiologisches Institut Heidelberg 1907 übernahm er nach einer langen , schweren Krankheit die Nachfolge seines Lehrers Quincke in Heidelberg als Ordinarius der Physik und Direktor des physikalischen Instituts .	B-ORG I-ORG I-ORG O O O O O O O O O O O O O B-PER O B-LOC O O O O O O O O O O
Damit es nicht gar zu langweilig wird , hat er sich diesmal Hilfe bei « den derzeit angesagten Produzenten » geholt , schwärmt die Plattenfirma .	O O O O O O O O O O O O O O O O O O O O O O O O O O
Dies sind die engsten und tiefsten Stellen des Rheins auf seinem schiffbaren Abschnitt .	O O O O O O O O B-LOC O O O O O
Dazu gebe ich ihm genügend Taschengeld , dass er 3 mal pro Woche bei Macdonalds das grosse Menü essen kann und sich noch 3 Games pro Monat für seine Konsolen kaufen kann .	O O O O O O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O
Verletzte habe es nach ersten Informationen nicht gegeben .	O O O O O O O O O
Am 4. Juli kamen Kirby und eine Gruppe von Frauen von der Fort Bragg Family Readiness Group am Set an .	O O O O B-PER O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O
Deren Wünsche werden dabei üblicherweise vollständig berücksichtigt .	O O O O O O O O
Der Gesellschafter und Hauptsponsor des THW-Rivalen Rhein-Neckar-Löwen , Jesper Nielsen , konkretisierte in einer richterlichen Vernehmung am Donnerstag seine Vorwürfe .	O O O O O B-ORGpart B-ORG O B-PER I-PER O O O O O O O O O O O
Crew seit 1924 , die den Globus mit einem einmotorigen Kleinflugzeug umrundet .	O O O O O O O O O O O O O
Als Ausgleich bietet sich hier das Laufen am Rad oder die aktive Mitgliedschaft bei einem Renn- oder Coursingverein an .	O O O O O O O O O O O O O O O O O O O O
Die Schriftverwaltung erledigten spätestens ab dieser Zeit Amtsverwalter , die in der Regel studierte Juristen waren .	O O O O O O O O O O O O O O O O O
Amoxicillin wird über die Niere ausgeschieden .	O O O O O O O
Mit dabei sein wird wohl auch Mittelfeldspieler Ellery Cairo , der aber wegen einer Zehenentzündung bis Freitag aussetzt .	O O O O O O O B-PER I-PER O O O O O O O O O O
Ludbreg ist auch eine Weingegend ( besonders für Riesling und Graševina ) .	B-LOC O O O O O O O O O O O O
Die Kriminalpolizei Aalen hat die Ermittlungen zur Brandursache aufgenommen .	O O B-LOC O O O O O O O
Bei sachgemäßer Anwendung der Handschellen sollte sie für gewöhnlich nicht auftreten .	O O O O O O O O O O O O
Als Sgt . Doakes , der wegen eines Angriffs auf Dexter vom Dienst suspendiert wurde , von dieser Neuigkeit hört , ist er von Dexters Schuld überzeugt .	O O O B-PER O O O O O O B-PER O O O O O O O O O O O O O B-PER O O O
Die Deutschen trinken weniger internationale Markenspirituosen als Konsumenten in anderen Ländern , regionale Produkte haben eine größere Bedeutung .	O B-LOCderiv O O O O O O O O O O O O O O O O O
Das ist die Geschäftspolitik meines Vorgängers , die ich sehr schätze : Jedes Jahr gibt es ein bisschen mehr , ergänzte Lutz , der seit zwei Jahren Vorstandsvorsitzender der BayWa AG ist .	O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O B-ORG I-ORG O O
Die Pyramide enthält zahlreiche Versteinerungen aus dem Tier- und Pflanzenreich .	O O O O O O O O O O O
Aus diesem Grund wurde er Anfang Januar auch nach nur wenigen Tagen aus dem Klinikum Jena in eine Reha-Einrichtung am Bodensee verlegt .	O O O O O O O O O O O O O O O B-LOC O O O O B-LOC O O
Jeweils sieben Spiele in Folge ohne Punktegewinn hatten die beiden Teams in den Tabellenkeller gespült .	O O O O O O O O O O O O O O O O
Jetzt müsse begonnen werden , diese zu lösen .	O O O O O O O O O
Wirtschaftsprüferin Hanna ( Sophie von Kessel ) erhält einen Anruf vom Arzt ihres Geburtsorts .	O B-PER O B-PER I-PER I-PER O O O O O O O O O
Gutachter hatten den Ex-Häftling für gefährlich gehalten .	O O O O O O O O
Mit dem Vorstoß , die ans Kriminelle grenzenden Praktiken mancher Anbieter von Telefondienstleistungen einzudämmen , tut Berlin genau das Richtige .	O O O O O O O O O O O O O O O O B-LOC O O O O
Zu den „ heiligen 3 Foschingtog “ machen nicht nur die lauten Trommelweiber , die zauberhaften Flinserl , sondern auch viele private Maschkeragruppen die Ausseer Landgemeinden unsicher .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"1993 wurde Kohaus Redaktions­leiterin des aktuellen WDR-Kulturmagazins "" Kulturszene "" ."	O O B-PER O O O B-ORGpart O B-OTH O O
Zunächst spiegelt sich darin eine besondere Atmosphäre wider , die u.a . durch eine besondere Tiefenwirkung entsteht .	O O O O O O O O O O O O O O O O O O
Aus diesem Grunde verzichtete er am 8. September 1967 auf seine Stellung als Abtprimas der Benediktiner .	O O O O O O O O O O O O O O O B-PERderiv O
Also achten wir auf Nährwerte und auf den chinesischen Geschmack .	O O O O O O O O B-LOCderiv O O
Erstmals Urkundlich erwähnt ist Nimburg bereits im Jahre 977 . Im ausgehenden 11. Jahrhundert werden die Grafen von Nimburg erwähnt , die Gefolgsleute der in jener Zeit mächtigen Herzöge von Zähringen und unter anderem auch Teilnehmer der Kreuzzüge waren .	O O O O B-LOC O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O
""" Es steht nicht mehr in jedem Markt und in jeder Region das volle Sortiment an Milchprodukten zur Verfügung ."	O O O O O O O O O O O O O O O O O O O O
Anfangs unterstützte Bucharin Stalin mit diesem Kurs , doch später als er sich gegen Stalins Kollektivierung wandte , traute er sich – er wusste , wie die Säuberung durchgeführt wurde – nicht mehr offen zu opponieren .	O O B-PER B-PER O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O
Mit einer niedrigen Gesamtkostenquote von 0,25 Prozent p.a . hat ComStage für beide Branchenindizes passende ETFs im Angebot .	O O O O O O O O O O B-ORG O O O O O O O O
Ich frage mich auch ständig , ob solche Menschen keine Freunde haben , die ihnen sagen , dass sie schlecht singen .	O O O O O O O O O O O O O O O O O O O O O O
Aus Furcht vor einem Anschlag auf Bundeskanzlerin Angela Merkel wurden SPIEGEL-Informationen zufolge sämtliche einheimischen Mitarbeiter ausgesperrt .	O O O O O O O B-PER I-PER O B-ORGpart O O O O O O
Hagen wurde dabei nur leicht beschädigt , fuhr sich aber fest , während Schnuck so schwere Treffer erhielt , dass beide Panzer aufgegeben werden mussten .	B-OTH O O O O O O O O O O O O B-OTH O O O O O O O O O O O O
Er tat es nicht , um cool auszusehen .	O O O O O O O O O
Das Wappen von Ponitz zeigt die Friedenslinde zu Ehren des Friedensstifters Thumbshirn sowie drei Orgelpfeifen als Symbol für die Silbermann-Orgel in der Dorfkirche .	O O O B-LOC O O O O O O O B-PER O O O O O O O B-PERpart O O O O
Ungewollt kinderlose Paare sollen nach dem Willen der Bundesregierung auch weiterhin die Hälfte der Kosten für eine künstliche Befruchtung zahlen .	O O O O O O O O O O O O O O O O O O O O O
Wer gleich 5 Meter kaufte , erhielt zusätzlich ein in den Laserfarben leuchtendes Emblem , bei 200 Metern gab es eine kleine Tischskulptur dazu .	O O O O O O O O O O O O O O O O O O O O O O O O O
Das ist ziemlich anstrengend , aber mir macht es Spaß , sagt Mandy Kranig .	O O O O O O O O O O O O B-PER I-PER O
Infrastruktur Montbronn liegt an der Départementalstraße D 83a Enchenberg– Diemeringen und hat ein modernes und großzügiges Gemeindezentrum .	O O O O O B-LOC I-LOC I-LOC B-LOC I-LOC O O O O O O O O
Dafür wurde eine Flotte benötigt , die den Handel mit den Kolonien schützen konnte .	O O O O O O O O O O O O O O O
